,speaker,line
345,Jim,I thought you said you were inventing diseases? That's spontaneous dental hydroplosion.
346,Michael," Calling you to ask you a little favoroonie my friend. Um, trying to give the troops around here a little bit of a boost. And I was thinking that maybe we could take them down to take a spin on your big ride."
347,Michael,Its says here that it's a 300ft drop.
348,Michael,So it's not a free fall?
349,Michael,"Uh, all right. Well, once you get down into the mine, what... you got laser tag or something?"
350,Michael,"OK, so I don't know what the surprise is. Am I worried? No. No way. See, I thrive on this. This is my world. This is improv. This is Whose Line is it Anyway?"
351,Dwight,"All right, who did this? I'm not mad. I just want to know who did it so I can punish them."
352,Jim,What are you talking about?
353,Dwight,"Uh, someone forged, uh, medical information and that is a felony."
354,Jim,"OK, whoa. 'Cause that is a pretty intense accusation. How do you know that they're fake?"
355,Dwight,"Uh, leprosy? Flesh eating bacteria. Hot-dog fingers. Government-created killer nanorobot infection."
356,Dwight,"You did this, didn't you?"
357,Dwight,"I know it was you. Fine. You know what? I'll have to interview each and every one of you until the perpetrator makes him or herself known. And until that time, there will be no health care coverage for any one!"
358,Dwight,"The problem, Jim, is that people who are really suffering from a medical condition won't receive the care they need, because someone in this office is coming up with all this ridiculous stuff.  ""Count Choculitis"""
359,Dwight,Why did you write that down Jim? Is it because you know I love Count Chocula?
360,Dwight,I think you need to confess...
361,Dwight,What are you doing? Those are my keys.
362,Dwight,Jim! Damnit! No! Jim! Let me out! Jim! Let... 
363,Dwight,Let me out or you're fired.
364,Jim,"No, you can't fire me."
365,Dwight,Yes I can. I'm manager for the day. Clean out your desk.
366,Jim,"OK, can you hold on? I'm getting the, ah, beep. ] Jim Halpert."
367,Pam," Hey, Jim. It's Pam."
368,Jim,Hey Pam! How are you?
369,Dwight,Jim! Open the door!
370,Pam,"Good, how are you? Busy?"
371,Jim,I'm doing OK. Getting excited for the weekend though. What are you up to?
372,Pam,"Um, I'm not bothering you, am I?"
373,Jim,"No, not at all."
374,Pam,You don't have anything you're doing?
375,Jim,I have nothing to do.
376,Pam,"Oh great. Um, no, this weekend? Nothing. I'm not really doing anything."
377,Pam,I might go to the mall.
378,Pam,I need new shoes.
379,Jim,"Oh, interesting, what kind of shoes?"
380,Dwight,"Uh, hello. Uh, this is Dwight Schrute calling for Jan Levenson-Gould."
381,Dwight,"Hi. Dwight Schrute calling, acting manager, Scranton branch. Listen, I needed your permission to fire Jim Halpert."
382,Dwight,He is not here right now. He put me in charge of the office.
383,Dwight,"That's not entirely true, because he put me in charge of picking the health care plan."
384,Dwight,"Call you immediately. Good. Oh, hey, listen, um, since I have you on the phone, um, can I fire Jim?"
385,Dwight,"Oh, this is your cell, I thought this was your... "
386,Michael,"Hey, hey, everybody, Ice-cream sandwiches! Aaaahh!  Here you go. Take one, take one. It's all good. Phyllis, think fast. Ya-bome! Oh, oh, I see Angela. Angela? Right? Waaaaah! Oh, hey temp. Why don't you take two? Because you don't get health care. And uh, faster metabolism."
387,Ryan,Did you get the kind with the cookies? Instead of the...
388,Michael,"Why don't you just eat it, OK? And here you go, Stanley the manly."
389,Michael,"Uh, nope. Nope. This isn't the surprise. It's surprising, um... because you didn't expect it. But you will... you'll know it when you see it."
390,Dwight,"I tried being rational, OK? And what happened? The employees went crazy, I got no help from corporate. That leaves me with no options."
391,Dwight,"I'm now going to read out loud your submitted medical conditions. When you hear yours read, please raise your hand to indicate that it is real. If you do not raise your hand, it will not be covered."
392,Dwight,"You know what? You have forfeited that privilege. I have tried to treat you all as adults, but obviously I am the only adult here. Number one, inverted pen1s."
393,Dwight,I thought your vagina was removed during your hysterectomy?
394,Dwight,"OK, great. Dermatitis. Thank you Angela. I'll make sure that's covered. OK, now. Who wrote this, hysterical one? anal fissures?"
395,Kevin,That's a real thing.
396,Dwight,"Yeah, but no one here has it."
397,Kevin,Do you think we should go ?
398,Oscar,"I don't know, Kevin. This is important. I don't want...  There he is."
399,Kevin,What is he doing?
400,Michael,"Well, what? You could be referring to anything."
401,Oscar,"OK, the health care plan."
402,Pam,Why did you put Dwight in charge of that? He did a horrible job.
403,Michael,"Uh, Dwight? Did you raise benefits?"
404,Dwight,I most certainly did not.
405,Michael,"Oh come on! That's horrible! Aaah... Thanks, Dwight, for a crappy plan. Ah, Damn! Oh, mmm, I wish I had time to change it, but Jan needs it by five, and... what time is it, what time is it?  Ah, it's after five. Oh, oh it's awful. So, well, OK. See you guys on Monday."
406,Angela,What about the surprise?
407,Michael,"Oh... Yes. Exactly. Thank you Angela, for reminding me. Terrific. Um, before I tell everybody what the big surprise is, would you like to tell me what you think the big surprise is?"
408,Michael,"All right, I have some news for you. There is a big surprise. And... here it is. Here we go. And the big surprise is... Brrrrrrrr! Drum roll... Brrrrrrrr! Brrrrrrrr!"
409,Michael,"When I am backed into a corner, that is when I come alive. See I learned improve from the greats, like, um, Drew Carey and Ryan Stiles."
410,Michael," God, yeah... Ah! This..."
411,Michael,"Robin Williams. Oh, man, would I love to go head-to-head with him. Oh! That would be exciting.  ""Hi. I'm Mork from Ork."" Well, I'm Bork from Spork. Nanoo, nanoo. Jibelee, baloobaloo."
412,Dwight,"Oh, um... Jan wants you to call her."
413,Michael,"Oh! God. Dwight, come on..."
414,Dwight,I wanted to talk to you about the downsizing?
415,Dwight,"I, but if there were, I'd be protected as assistant regional manager?"
416,Michael,Assistant to the regional manager Dwight.
417,Dwight,"Yeah, so I don't have to worry?"
418,Michael,"Look, look, look. I talked to corporate, about protecting the sales staff. And they said they couldn't guarantee it if there's downsizing, okay?"
419,Michael,"But there's no downsizing, so just don't..."
420,Dwight,Bottom line. Do I need to be worried?
421,Michael,"Mmm, mm, mm. Maybe."
422,Michael,"It looks like there's gonna be downsizing. And it's part of my job, but... blah! I hate it. I think the main difference between me and Donald Trump is that, uh, I get no pleasure out of saying the words, ""You're fired.""  ""You're foir-ed. Uh, you're foir-ed."" It just makes people sad, and an office can't function that way. No way.  ""You're foir-ed."" I think if I had a catchphrase it would be, ""You're hired, and you can work here as long as you want."" But that's unrealistic, so..."
423,Dwight,"It's a real shame, 'cause studies have shown that more information gets passed through water-cooler gossip than through official memos. Which puts me at a disadvantage, because I bring my own water to work."
424,Dwight,"I didn't do it. What do you mean? Oh, the water cooler was brought over here for... maintenance. So what do you guys hear? What's the scuttlebutt?"
425,Michael,"Get set for Operation Morale Improvement starring Michael Scott. Now, I think I have had a little stroke of genius in that I have had my assistant Pam... Smile, Pam. I have had her go out and find out whose birthday is coming up, so we can have a little celebration for it. Not bad, not bad at all. All right. And the birthday person is... drum roll please. Here we go, who is the birthday, birthday person?"
426,Michael,Who is it? Who's the birthday?
427,Pam,"Um... Actually, we don't have any staff birthdays coming up."
428,Michael,Next person on the...
429,Pam,"Okay, umm... that would be Meredith."
430,Michael,"Yes! All right, come on down Meredith!"
431,Pam,But it's not until next month.
432,Michael,"Um... uh, OK. Well, great, well, you know, it'll be a surprise."
433,Pam,You still want to have a party?
434,Michael,"Yeah, why not? Sure. Go ahead, live a little. Come on, Pam. Come on, shake it up. Shake it up! Shake it up!"
435,Michael," Brrrp! Uh, Spock, are there any signs of life down there? Well, let me check Captain. Eeee. Eeee. Eeee. Eeee. No, Captain. No signs of life down here. Just a wet blanket named Pam. Brr-rrrp. Star Trek."
436,Angela,"No, yeah, I think that's a good idea."
437,Angela,What color do you guys think?
438,Angela,I think green is kind of whoreish.
439,Pam,This was tough. I suggested we flip a coin. But Angela said she doesn't like to gamble. Of course by saying that she was gambling that I wouldn't smack her.
440,Michael,These are my party-planning beeyatches. Pulled off an amazing '80s party last year. Off the hook!
