,speaker,line
335,Jim,"OK, can you hold on? I'm getting the, ah, beep. ] Jim Halpert."
336,Pam," Hey, Jim. It's Pam."
337,Jim,Hey Pam! How are you?
338,Dwight,Jim! Open the door!
339,Pam,"Good, how are you? Busy?"
340,Jim,I'm doing OK. Getting excited for the weekend though. What are you up to?
341,Pam,"Um, I'm not bothering you, am I?"
342,Jim,"No, not at all."
343,Pam,You don't have anything you're doing?
344,Jim,I have nothing to do.
345,Pam,"Oh great. Um, no, this weekend? Nothing. I'm not really doing anything."
346,Pam,I might go to the mall.
347,Pam,I need new shoes.
348,Jim,"Oh, interesting, what kind of shoes?"
349,Dwight,"Uh, hello. Uh, this is Dwight Schrute calling for Jan Levenson-Gould."
350,Dwight,"Hi. Dwight Schrute calling, acting manager, Scranton branch. Listen, I needed your permission to fire Jim Halpert."
351,Dwight,He is not here right now. He put me in charge of the office.
352,Dwight,"That's not entirely true, because he put me in charge of picking the health care plan."
353,Dwight,"Call you immediately. Good. Oh, hey, listen, um, since I have you on the phone, um, can I fire Jim?"
354,Dwight,"Oh, this is your cell, I thought this was your... "
355,Michael,"Hey, hey, everybody, Ice-cream sandwiches! Aaaahh!  Here you go. Take one, take one. It's all good. Phyllis, think fast. Ya-bome! Oh, oh, I see Angela. Angela? Right? Waaaaah! Oh, hey temp. Why don't you take two? Because you don't get health care. And uh, faster metabolism."
356,Michael,"Why don't you just eat it, OK? And here you go, Stanley the manly."
357,Michael,"Uh, nope. Nope. This isn't the surprise. It's surprising, um... because you didn't expect it. But you will... you'll know it when you see it."
358,Dwight,"I tried being rational, OK? And what happened? The employees went crazy, I got no help from corporate. That leaves me with no options."
359,Dwight,"I'm now going to read out loud your submitted medical conditions. When you hear yours read, please raise your hand to indicate that it is real. If you do not raise your hand, it will not be covered."
360,Dwight,"You know what? You have forfeited that privilege. I have tried to treat you all as adults, but obviously I am the only adult here. Number one, inverted pen1s."
361,Dwight,I thought your vagina was removed during your hysterectomy?
362,Dwight,"OK, great. Dermatitis. Thank you Angela. I'll make sure that's covered. OK, now. Who wrote this, hysterical one? anal fissures?"
363,Dwight,"Yeah, but no one here has it."
364,Michael,"Well, what? You could be referring to anything."
365,Pam,Why did you put Dwight in charge of that? He did a horrible job.
366,Michael,"Uh, Dwight? Did you raise benefits?"
367,Dwight,I most certainly did not.
368,Michael,"Oh come on! That's horrible! Aaah... Thanks, Dwight, for a crappy plan. Ah, Damn! Oh, mmm, I wish I had time to change it, but Jan needs it by five, and... what time is it, what time is it?  Ah, it's after five. Oh, oh it's awful. So, well, OK. See you guys on Monday."
369,Michael,"Oh... Yes. Exactly. Thank you Angela, for reminding me. Terrific. Um, before I tell everybody what the big surprise is, would you like to tell me what you think the big surprise is?"
370,Michael,"All right, I have some news for you. There is a big surprise. And... here it is. Here we go. And the big surprise is... Brrrrrrrr! Drum roll... Brrrrrrrr! Brrrrrrrr!"
371,Michael,"When I am backed into a corner, that is when I come alive. See I learned improve from the greats, like, um, Drew Carey and Ryan Stiles."
372,Michael," God, yeah... Ah! This..."
373,Michael,"Robin Williams. Oh, man, would I love to go head-to-head with him. Oh! That would be exciting.  ""Hi. I'm Mork from Ork."" Well, I'm Bork from Spork. Nanoo, nanoo. Jibelee, baloobaloo."
374,Dwight,"Oh, um... Jan wants you to call her."
375,Michael,"Oh! God. Dwight, come on..."
376,Dwight,I wanted to talk to you about the downsizing?
377,Dwight,"I, but if there were, I'd be protected as assistant regional manager?"
378,Michael,Assistant to the regional manager Dwight.
379,Dwight,"Yeah, so I don't have to worry?"
380,Michael,"Look, look, look. I talked to corporate, about protecting the sales staff. And they said they couldn't guarantee it if there's downsizing, okay?"
381,Michael,"But there's no downsizing, so just don't..."
382,Dwight,Bottom line. Do I need to be worried?
383,Michael,"Mmm, mm, mm. Maybe."
384,Michael,"It looks like there's gonna be downsizing. And it's part of my job, but... blah! I hate it. I think the main difference between me and Donald Trump is that, uh, I get no pleasure out of saying the words, ""You're fired.""  ""You're foir-ed. Uh, you're foir-ed."" It just makes people sad, and an office can't function that way. No way.  ""You're foir-ed."" I think if I had a catchphrase it would be, ""You're hired, and you can work here as long as you want."" But that's unrealistic, so..."
385,Dwight,"It's a real shame, 'cause studies have shown that more information gets passed through water-cooler gossip than through official memos. Which puts me at a disadvantage, because I bring my own water to work."
386,Dwight,"I didn't do it. What do you mean? Oh, the water cooler was brought over here for... maintenance. So what do you guys hear? What's the scuttlebutt?"
387,Michael,"Get set for Operation Morale Improvement starring Michael Scott. Now, I think I have had a little stroke of genius in that I have had my assistant Pam... Smile, Pam. I have had her go out and find out whose birthday is coming up, so we can have a little celebration for it. Not bad, not bad at all. All right. And the birthday person is... drum roll please. Here we go, who is the birthday, birthday person?"
388,Michael,Who is it? Who's the birthday?
389,Pam,"Um... Actually, we don't have any staff birthdays coming up."
390,Michael,Next person on the...
391,Pam,"Okay, umm... that would be Meredith."
392,Michael,"Yes! All right, come on down Meredith!"
393,Pam,But it's not until next month.
394,Michael,"Um... uh, OK. Well, great, well, you know, it'll be a surprise."
395,Pam,You still want to have a party?
396,Michael,"Yeah, why not? Sure. Go ahead, live a little. Come on, Pam. Come on, shake it up. Shake it up! Shake it up!"
397,Michael," Brrrp! Uh, Spock, are there any signs of life down there? Well, let me check Captain. Eeee. Eeee. Eeee. Eeee. No, Captain. No signs of life down here. Just a wet blanket named Pam. Brr-rrrp. Star Trek."
398,Pam,This was tough. I suggested we flip a coin. But Angela said she doesn't like to gamble. Of course by saying that she was gambling that I wouldn't smack her.
399,Michael,These are my party-planning beeyatches. Pulled off an amazing '80s party last year. Off the hook!
400,Michael,"So I was thinking, if you haven't already got a cake, um, maybe going for one of those ice-cream cakes from Baskin-Robbins. Those are very good. Very Delicious."
401,Michael,"She's not the only one that's going to be eating it, right? I think everybody likes ice-cream cake. It's not, uh, it's not just about her, so..."
402,Pam,It is... her birthday.
403,Michael,"Mint chocolate chip! That'd be good, how about some, mint chocolate chip?"
404,Dwight,"Hey, so listen, I was thinking that it might be a good idea if you and I formed an alliance. 'Cause of the downsizing? I think an alliance might be a good idea, you know. Help each other out."
405,Dwight,"Do you want to form, an alliance, with me?"
406,Dwight,"Good, good. Excellent, OK. Now we need to figure out who's vulnerable and who's protected..."
407,Jim,"At that moment, I was so happy. I mean, everything Dwight does annoys me."
408,Dwight,Did you get your tickets?
409,Jim,"And I spend hours thinking of ways to get back at him, but only in ways that could get me arrested. And then here he comes and he says ""No, Jim, here's a way."""
410,Dwight,There's one other thing and this is important. Let's keep this alliance totally a secret. Don't tell anyone.
411,Pam,What does that even mean?
412,Jim,"I think it has something to do with Survivor, but I'm not sure."
413,Jim,"Um, I know that it involves spying on people and we may build a fort, underground."
414,Dwight,"Jim! Hey. Hi, Pam. Listen, could I talk to you a second about the... paper products?"
415,Dwight,Did you tell Pam about the alliance?
416,Jim,"What? Oh no no no. Dwight, no. I'm using her, for the alliance. Who knows the most information about this office? Pam."
417,Dwight,"Right, that's good, good, pursue this."
418,Jim,Well I'm trying to. Do you see what I'm doing?
419,Jim,"But listen, I'm going to have to talk to her a lot. All right? And there may be chatting, and giggling. And you gotta just pretend to ignore it. Wipe it away."
420,Michael," Can you get her? She's right there.  That is Meredith, the birthday girl. And this... is Meredith's card. Happy Bird-Day.  Um, let's see. Jim, Jim wrote, ""Meredith, I heard you're turning 46, but, come on, you're an accountant. Just fudge the numbers."" Not bad, pretty funny, I don't appreciate condoning corporate fraud though. Uh, here's the thing. Whatever I write here has to be really, really funny. Because people out there are expecting it. I've already set the bar really high. And they're all worried about their jobs, you know. It's kinda dark out there. Can you imagine if I wrote something like, uh, ""Oh, Meredith. Happy Birthday. You're great. Love, Michael."" "
